Year,Month,City1,City2,PaxToCity2,PaxFromCity2,Sector,Passengers,Airline
2024,3,ADAMPUR,HINDON AIRPORT,54,63,ADAMPUR-HINDON AIRPORT,117,All
2024,4,ADAMPUR,HINDON AIRPORT,1724,1559,ADAMPUR-HINDON AIRPORT,3283,All
2024,6,ADAMPUR,HINDON AIRPORT,1661,1424,ADAMPUR-HINDON AIRPORT,3085,All
2024,7,ADAMPUR,HINDON AIRPORT,1280,1214,ADAMPUR-HINDON AIRPORT,2494,All
2024,8,ADAMPUR,HINDON AIRPORT,1063,976,ADAMPUR-HINDON AIRPORT,2039,All
2024,9,ADAMPUR,HINDON AIRPORT,881,817,ADAMPUR-HINDON AIRPORT,1698,All
2024,10,ADAMPUR,HINDON AIRPORT,1561,1578,ADAMPUR-HINDON AIRPORT,3139,All
2024,11,ADAMPUR,HINDON AIRPORT,1670,1528,ADAMPUR-HINDON AIRPORT,3198,All
2024,12,ADAMPUR,HINDON AIRPORT,1709,2018,ADAMPUR-HINDON AIRPORT,3727,All
2025,1,ADAMPUR,HINDON AIRPORT,1431,1317,ADAMPUR-HINDON AIRPORT,2748,All
2025,2,ADAMPUR,HINDON AIRPORT,1686,1653,ADAMPUR-HINDON AIRPORT,3339,All
2025,3,ADAMPUR,HINDON AIRPORT,1902,1839,ADAMPUR-HINDON AIRPORT,3741,All
2024,1,AGARTALA,AHMEDABAD,359,147,AGARTALA-AHMEDABAD,506,All
2024,2,AGARTALA,AHMEDABAD,329,284,AGARTALA-AHMEDABAD,613,All
2024,3,AGARTALA,AHMEDABAD,297,244,AGARTALA-AHMEDABAD,541,All
2024,10,AGARTALA,AHMEDABAD,34,24,AGARTALA-AHMEDABAD,58,All
2024,11,AGARTALA,AHMEDABAD,172,155,AGARTALA-AHMEDABAD,327,All
2024,12,AGARTALA,AHMEDABAD,96,368,AGARTALA-AHMEDABAD,464,All
2025,3,AGARTALA,AHMEDABAD,108,167,AGARTALA-AHMEDABAD,275,All
2024,7,AGARTALA,AIZAWL,176,0,AGARTALA-AIZAWL,176,All
2024,1,AGARTALA,BENGALURU,4757,5866,AGARTALA-BENGALURU,10623,All
2024,2,AGARTALA,BENGALURU,3919,3978,AGARTALA-BENGALURU,7897,All
2024,3,AGARTALA,BENGALURU,5131,4971,AGARTALA-BENGALURU,10102,All
2024,4,AGARTALA,BENGALURU,3854,4099,AGARTALA-BENGALURU,7953,All
2024,6,AGARTALA,BENGALURU,5413,5022,AGARTALA-BENGALURU,10435,All
2024,7,AGARTALA,BENGALURU,6067,4734,AGARTALA-BENGALURU,10801,All
2024,8,AGARTALA,BENGALURU,4779,4193,AGARTALA-BENGALURU,8972,All
2024,9,AGARTALA,BENGALURU,3692,4454,AGARTALA-BENGALURU,8146,All
2024,10,AGARTALA,BENGALURU,4671,5171,AGARTALA-BENGALURU,9842,All
2024,11,AGARTALA,BENGALURU,4217,4292,AGARTALA-BENGALURU,8509,All
2024,12,AGARTALA,BENGALURU,4029,4297,AGARTALA-BENGALURU,8326,All
2025,1,AGARTALA,BENGALURU,3847,4392,AGARTALA-BENGALURU,8239,All
2025,2,AGARTALA,BENGALURU,3570,3599,AGARTALA-BENGALURU,7169,All
2025,3,AGARTALA,BENGALURU,3903,3978,AGARTALA-BENGALURU,7881,All
2024,6,AGARTALA,CHENNAI,931,501,AGARTALA-CHENNAI,1432,All
2024,7,AGARTALA,CHENNAI,461,176,AGARTALA-CHENNAI,637,All
2024,8,AGARTALA,CHENNAI,710,387,AGARTALA-CHENNAI,1097,All
2024,9,AGARTALA,CHENNAI,464,232,AGARTALA-CHENNAI,696,All
2024,10,AGARTALA,CHENNAI,461,284,AGARTALA-CHENNAI,745,All
2024,11,AGARTALA,CHENNAI,1177,732,AGARTALA-CHENNAI,1909,All
2024,12,AGARTALA,CHENNAI,1032,508,AGARTALA-CHENNAI,1540,All
2025,3,AGARTALA,CHENNAI,1085,523,AGARTALA-CHENNAI,1608,All
2024,1,AGARTALA,DELHI,6142,6425,AGARTALA-DELHI,12567,All
2024,2,AGARTALA,DELHI,5729,5809,AGARTALA-DELHI,11538,All
2024,3,AGARTALA,DELHI,5716,6271,AGARTALA-DELHI,11987,All
2024,4,AGARTALA,DELHI,4617,5055,AGARTALA-DELHI,9672,All
2024,6,AGARTALA,DELHI,4539,5144,AGARTALA-DELHI,9683,All
2024,7,AGARTALA,DELHI,5167,4878,AGARTALA-DELHI,10045,All
2024,8,AGARTALA,DELHI,4505,4594,AGARTALA-DELHI,9099,All
2024,9,AGARTALA,DELHI,3418,4143,AGARTALA-DELHI,7561,All
2024,10,AGARTALA,DELHI,4771,5184,AGARTALA-DELHI,9955,All
2024,11,AGARTALA,DELHI,5053,5145,AGARTALA-DELHI,10198,All
2024,12,AGARTALA,DELHI,4969,5340,AGARTALA-DELHI,10309,All
2025,1,AGARTALA,DELHI,4833,5203,AGARTALA-DELHI,10036,All
2025,2,AGARTALA,DELHI,5569,5879,AGARTALA-DELHI,11448,All
2025,3,AGARTALA,DELHI,6175,6862,AGARTALA-DELHI,13037,All
2024,1,AGARTALA,DIBRUGARH,65,0,AGARTALA-DIBRUGARH,65,All
2024,10,AGARTALA,DIBRUGARH,39,50,AGARTALA-DIBRUGARH,89,All
2024,11,AGARTALA,DIBRUGARH,535,506,AGARTALA-DIBRUGARH,1041,All
2024,12,AGARTALA,DIBRUGARH,443,424,AGARTALA-DIBRUGARH,867,All
2025,1,AGARTALA,DIBRUGARH,420,511,AGARTALA-DIBRUGARH,931,All
2025,2,AGARTALA,DIBRUGARH,497,374,AGARTALA-DIBRUGARH,871,All
2025,3,AGARTALA,DIBRUGARH,727,450,AGARTALA-DIBRUGARH,1177,All
2024,1,AGARTALA,GUWAHATI,9583,11031,AGARTALA-GUWAHATI,20614,All
2024,2,AGARTALA,GUWAHATI,8496,9217,AGARTALA-GUWAHATI,17713,All
2024,3,AGARTALA,GUWAHATI,9299,10314,AGARTALA-GUWAHATI,19613,All
2024,4,AGARTALA,GUWAHATI,9599,10251,AGARTALA-GUWAHATI,19850,All
2024,6,AGARTALA,GUWAHATI,9425,10536,AGARTALA-GUWAHATI,19961,All
2024,7,AGARTALA,GUWAHATI,9893,10666,AGARTALA-GUWAHATI,20559,All
2024,8,AGARTALA,GUWAHATI,8788,9820,AGARTALA-GUWAHATI,18608,All
2024,9,AGARTALA,GUWAHATI,11862,12611,AGARTALA-GUWAHATI,24473,All
2024,10,AGARTALA,GUWAHATI,12500,13341,AGARTALA-GUWAHATI,25841,All
2024,11,AGARTALA,GUWAHATI,13803,14306,AGARTALA-GUWAHATI,28109,All
2024,12,AGARTALA,GUWAHATI,15373,16464,AGARTALA-GUWAHATI,31837,All
2025,1,AGARTALA,GUWAHATI,14041,15957,AGARTALA-GUWAHATI,29998,All
2025,2,AGARTALA,GUWAHATI,13833,14167,AGARTALA-GUWAHATI,28000,All
2025,3,AGARTALA,GUWAHATI,13696,14154,AGARTALA-GUWAHATI,27850,All
2024,9,AGARTALA,HYDERABAD,604,789,AGARTALA-HYDERABAD,1393,All
2024,10,AGARTALA,HYDERABAD,2441,2899,AGARTALA-HYDERABAD,5340,All
2024,11,AGARTALA,HYDERABAD,2601,2826,AGARTALA-HYDERABAD,5427,All
2024,12,AGARTALA,HYDERABAD,2951,3047,AGARTALA-HYDERABAD,5998,All
2025,1,AGARTALA,HYDERABAD,2757,3103,AGARTALA-HYDERABAD,5860,All
2025,2,AGARTALA,HYDERABAD,2577,2606,AGARTALA-HYDERABAD,5183,All
2025,3,AGARTALA,HYDERABAD,2742,2959,AGARTALA-HYDERABAD,5701,All
2024,1,AGARTALA,IMPHAL,1386,2863,AGARTALA-IMPHAL,4249,All
2024,2,AGARTALA,IMPHAL,1382,1657,AGARTALA-IMPHAL,3039,All
2024,3,AGARTALA,IMPHAL,1485,2436,AGARTALA-IMPHAL,3921,All
2024,4,AGARTALA,IMPHAL,1186,1484,AGARTALA-IMPHAL,2670,All
2024,6,AGARTALA,IMPHAL,1557,2207,AGARTALA-IMPHAL,3764,All
2024,7,AGARTALA,IMPHAL,1375,1762,AGARTALA-IMPHAL,3137,All
2024,8,AGARTALA,IMPHAL,1258,1762,AGARTALA-IMPHAL,3020,All
2024,9,AGARTALA,IMPHAL,1326,1590,AGARTALA-IMPHAL,2916,All
2024,10,AGARTALA,IMPHAL,1951,2216,AGARTALA-IMPHAL,4167,All
2024,11,AGARTALA,IMPHAL,1218,1691,AGARTALA-IMPHAL,2909,All
2024,12,AGARTALA,IMPHAL,2118,1906,AGARTALA-IMPHAL,4024,All
2025,1,AGARTALA,IMPHAL,1880,2122,AGARTALA-IMPHAL,4002,All
2025,2,AGARTALA,IMPHAL,1245,1765,AGARTALA-IMPHAL,3010,All
2025,3,AGARTALA,IMPHAL,1851,1572,AGARTALA-IMPHAL,3423,All
2024,1,AGARTALA,KOLKATA,30666,32561,AGARTALA-KOLKATA,63227,All
2024,2,AGARTALA,KOLKATA,32045,32680,AGARTALA-KOLKATA,64725,All
2024,3,AGARTALA,KOLKATA,37092,36601,AGARTALA-KOLKATA,73693,All
2024,4,AGARTALA,KOLKATA,29983,31739,AGARTALA-KOLKATA,61722,All
2024,6,AGARTALA,KOLKATA,34136,34626,AGARTALA-KOLKATA,68762,All
2024,7,AGARTALA,KOLKATA,35004,33891,AGARTALA-KOLKATA,68895,All
2024,8,AGARTALA,KOLKATA,32172,34199,AGARTALA-KOLKATA,66371,All
2024,9,AGARTALA,KOLKATA,32595,35120,AGARTALA-KOLKATA,67715,All
2024,10,AGARTALA,KOLKATA,33339,33454,AGARTALA-KOLKATA,66793,All
2024,11,AGARTALA,KOLKATA,29721,30661,AGARTALA-KOLKATA,60382,All
2024,12,AGARTALA,KOLKATA,32054,32424,AGARTALA-KOLKATA,64478,All
2025,1,AGARTALA,KOLKATA,29428,29886,AGARTALA-KOLKATA,59314,All
2025,2,AGARTALA,KOLKATA,26757,27357,AGARTALA-KOLKATA,54114,All
2025,3,AGARTALA,KOLKATA,30230,30962,AGARTALA-KOLKATA,61192,All
2024,11,AGARTALA,RAIPUR,0,178,AGARTALA-RAIPUR,178,All
2024,1,AGARTALA,SHILLONG,393,420,AGARTALA-SHILLONG,813,All
2024,2,AGARTALA,SHILLONG,590,391,AGARTALA-SHILLONG,981,All
2024,3,AGARTALA,SHILLONG,607,544,AGARTALA-SHILLONG,1151,All
2024,8,AGARTALA,VISAKHAPATNAM,5,0,AGARTALA-VISAKHAPATNAM,5,All
2024,3,AGATTI ISLAND,BENGALURU,15,23,AGATTI ISLAND-BENGALURU,38,All
2024,4,AGATTI ISLAND,BENGALURU,786,978,AGATTI ISLAND-BENGALURU,1764,All
2024,6,AGATTI ISLAND,BENGALURU,266,157,AGATTI ISLAND-BENGALURU,423,All
2024,7,AGATTI ISLAND,BENGALURU,105,125,AGATTI ISLAND-BENGALURU,230,All
2024,8,AGATTI ISLAND,BENGALURU,410,365,AGATTI ISLAND-BENGALURU,775,All
2024,9,AGATTI ISLAND,BENGALURU,899,1336,AGATTI ISLAND-BENGALURU,2235,All
2024,10,AGATTI ISLAND,BENGALURU,1015,1486,AGATTI ISLAND-BENGALURU,2501,All
2024,11,AGATTI ISLAND,BENGALURU,580,917,AGATTI ISLAND-BENGALURU,1497,All
2024,12,AGATTI ISLAND,BENGALURU,663,1073,AGATTI ISLAND-BENGALURU,1736,All
2025,1,AGATTI ISLAND,BENGALURU,724,857,AGATTI ISLAND-BENGALURU,1581,All
2025,2,AGATTI ISLAND,BENGALURU,435,641,AGATTI ISLAND-BENGALURU,1076,All
2025,3,AGATTI ISLAND,BENGALURU,619,1092,AGATTI ISLAND-BENGALURU,1711,All
2024,4,AGATTI ISLAND,Goa,239,227,AGATTI ISLAND-Goa,466,All
2024,6,AGATTI ISLAND,Goa,228,195,AGATTI ISLAND-Goa,423,All
2024,7,AGATTI ISLAND,Goa,378,495,AGATTI ISLAND-Goa,873,All
2024,8,AGATTI ISLAND,Goa,187,443,AGATTI ISLAND-Goa,630,All
2024,9,AGATTI ISLAND,Goa,793,1243,AGATTI ISLAND-Goa,2036,All
2024,10,AGATTI ISLAND,Goa,1261,1264,AGATTI ISLAND-Goa,2525,All
2024,11,AGATTI ISLAND,Goa,1208,940,AGATTI ISLAND-Goa,2148,All
2024,12,AGATTI ISLAND,Goa,1299,1633,AGATTI ISLAND-Goa,2932,All
2025,1,AGATTI ISLAND,Goa,1381,1739,AGATTI ISLAND-Goa,3120,All
2025,2,AGATTI ISLAND,Goa,1181,1388,AGATTI ISLAND-Goa,2569,All
2025,3,AGATTI ISLAND,Goa,1134,1045,AGATTI ISLAND-Goa,2179,All
2024,1,AGATTI ISLAND,KOCHI,1765,2312,AGATTI ISLAND-KOCHI,4077,All
2024,2,AGATTI ISLAND,KOCHI,1981,2590,AGATTI ISLAND-KOCHI,4571,All
2024,3,AGATTI ISLAND,KOCHI,2117,2627,AGATTI ISLAND-KOCHI,4744,All
2024,4,AGATTI ISLAND,KOCHI,1727,2351,AGATTI ISLAND-KOCHI,4078,All
2024,6,AGATTI ISLAND,KOCHI,1179,1775,AGATTI ISLAND-KOCHI,2954,All
2024,7,AGATTI ISLAND,KOCHI,746,1001,AGATTI ISLAND-KOCHI,1747,All
2024,8,AGATTI ISLAND,KOCHI,880,1243,AGATTI ISLAND-KOCHI,2123,All
2024,9,AGATTI ISLAND,KOCHI,2310,3299,AGATTI ISLAND-KOCHI,5609,All
2024,10,AGATTI ISLAND,KOCHI,2822,3729,AGATTI ISLAND-KOCHI,6551,All
2024,11,AGATTI ISLAND,KOCHI,2888,3812,AGATTI ISLAND-KOCHI,6700,All
2024,12,AGATTI ISLAND,KOCHI,3094,4197,AGATTI ISLAND-KOCHI,7291,All
2025,1,AGATTI ISLAND,KOCHI,3124,4004,AGATTI ISLAND-KOCHI,7128,All
2025,2,AGATTI ISLAND,KOCHI,2987,3862,AGATTI ISLAND-KOCHI,6849,All
2025,3,AGATTI ISLAND,KOCHI,3041,3889,AGATTI ISLAND-KOCHI,6930,All
2024,6,AGATTI ISLAND,KOZHIKODE,107,155,AGATTI ISLAND-KOZHIKODE,262,All
2024,7,AGATTI ISLAND,KOZHIKODE,132,196,AGATTI ISLAND-KOZHIKODE,328,All
2024,8,AGATTI ISLAND,KOZHIKODE,165,176,AGATTI ISLAND-KOZHIKODE,341,All
2024,9,AGATTI ISLAND,KOZHIKODE,174,252,AGATTI ISLAND-KOZHIKODE,426,All
2024,10,AGATTI ISLAND,KOZHIKODE,111,229,AGATTI ISLAND-KOZHIKODE,340,All
2024,11,AGATTI ISLAND,KOZHIKODE,48,225,AGATTI ISLAND-KOZHIKODE,273,All
2024,12,AGATTI ISLAND,KOZHIKODE,53,145,AGATTI ISLAND-KOZHIKODE,198,All
2025,3,AGATTI ISLAND,KOZHIKODE,27,199,AGATTI ISLAND-KOZHIKODE,226,All
2024,1,AGRA,AHMEDABAD,1922,2016,AGRA-AHMEDABAD,3938,All
2024,2,AGRA,AHMEDABAD,1698,1951,AGRA-AHMEDABAD,3649,All
2024,3,AGRA,AHMEDABAD,1831,2039,AGRA-AHMEDABAD,3870,All
2025,1,AGRA,AHMEDABAD,1030,1080,AGRA-AHMEDABAD,2110,All
2025,2,AGRA,AHMEDABAD,1568,1683,AGRA-AHMEDABAD,3251,All
2025,3,AGRA,AHMEDABAD,1817,1879,AGRA-AHMEDABAD,3696,All
2024,1,AGRA,BENGALURU,2927,2952,AGRA-BENGALURU,5879,All
2024,2,AGRA,BENGALURU,2335,2547,AGRA-BENGALURU,4882,All
2024,3,AGRA,BENGALURU,2875,2829,AGRA-BENGALURU,5704,All
2024,4,AGRA,BENGALURU,2695,2762,AGRA-BENGALURU,5457,All
2024,6,AGRA,BENGALURU,2908,2746,AGRA-BENGALURU,5654,All
2024,7,AGRA,BENGALURU,3065,2986,AGRA-BENGALURU,6051,All
2024,8,AGRA,BENGALURU,2725,2700,AGRA-BENGALURU,5425,All
2024,9,AGRA,BENGALURU,2760,2890,AGRA-BENGALURU,5650,All
2024,10,AGRA,BENGALURU,2558,2842,AGRA-BENGALURU,5400,All
2024,11,AGRA,BENGALURU,2989,2700,AGRA-BENGALURU,5689,All
2024,12,AGRA,BENGALURU,2904,2997,AGRA-BENGALURU,5901,All
2025,1,AGRA,BENGALURU,2892,2997,AGRA-BENGALURU,5889,All
2025,2,AGRA,BENGALURU,1915,1916,AGRA-BENGALURU,3831,All
2025,3,AGRA,BENGALURU,2755,2879,AGRA-BENGALURU,5634,All
2024,1,AGRA,BHOPAL,196,259,AGRA-BHOPAL,455,All
2024,2,AGRA,BHOPAL,304,373,AGRA-BHOPAL,677,All
2024,3,AGRA,BHOPAL,332,421,AGRA-BHOPAL,753,All
2024,4,AGRA,DELHI,0,122,AGRA-DELHI,122,All
2024,2,AGRA,HYDERABAD,157,0,AGRA-HYDERABAD,157,All
2024,9,AGRA,HYDERABAD,95,159,AGRA-HYDERABAD,254,All
2024,10,AGRA,HYDERABAD,1768,2147,AGRA-HYDERABAD,3915,All
2024,11,AGRA,HYDERABAD,2295,1926,AGRA-HYDERABAD,4221,All
2024,12,AGRA,HYDERABAD,2218,1941,AGRA-HYDERABAD,4159,All
2025,1,AGRA,HYDERABAD,2053,1925,AGRA-HYDERABAD,3978,All
2025,2,AGRA,HYDERABAD,2008,2028,AGRA-HYDERABAD,4036,All
2025,3,AGRA,HYDERABAD,2025,2100,AGRA-HYDERABAD,4125,All
2024,1,AGRA,JAIPUR,1091,1041,AGRA-JAIPUR,2132,All
2024,2,AGRA,JAIPUR,1380,1537,AGRA-JAIPUR,2917,All
2024,3,AGRA,JAIPUR,1427,1910,AGRA-JAIPUR,3337,All
2025,2,AGRA,JAIPUR,0,9,AGRA-JAIPUR,9,All
2024,1,AGRA,LUCKNOW,777,636,AGRA-LUCKNOW,1413,All
2024,2,AGRA,LUCKNOW,1357,896,AGRA-LUCKNOW,2253,All
2024,3,AGRA,LUCKNOW,1625,1024,AGRA-LUCKNOW,2649,All
2024,4,AGRA,LUCKNOW,1035,696,AGRA-LUCKNOW,1731,All
2024,6,AGRA,LUCKNOW,1098,803,AGRA-LUCKNOW,1901,All
2024,7,AGRA,LUCKNOW,894,653,AGRA-LUCKNOW,1547,All
2024,8,AGRA,LUCKNOW,1232,830,AGRA-LUCKNOW,2062,All
2024,9,AGRA,LUCKNOW,1053,740,AGRA-LUCKNOW,1793,All
2024,1,AGRA,MUMBAI,2011,1985,AGRA-MUMBAI,3996,All
2024,2,AGRA,MUMBAI,2052,2058,AGRA-MUMBAI,4110,All
2024,3,AGRA,MUMBAI,2082,2064,AGRA-MUMBAI,4146,All
2024,4,AGRA,MUMBAI,2000,2169,AGRA-MUMBAI,4169,All
2024,6,AGRA,MUMBAI,2065,2020,AGRA-MUMBAI,4085,All
2024,7,AGRA,MUMBAI,1864,2143,AGRA-MUMBAI,4007,All
2024,8,AGRA,MUMBAI,2083,2242,AGRA-MUMBAI,4325,All
2024,9,AGRA,MUMBAI,1796,1963,AGRA-MUMBAI,3759,All
2024,10,AGRA,MUMBAI,1724,2243,AGRA-MUMBAI,3967,All
2024,11,AGRA,MUMBAI,2289,2088,AGRA-MUMBAI,4377,All
2024,12,AGRA,MUMBAI,2210,2192,AGRA-MUMBAI,4402,All
2025,1,AGRA,MUMBAI,2161,2194,AGRA-MUMBAI,4355,All
2025,2,AGRA,MUMBAI,2014,2113,AGRA-MUMBAI,4127,All
2025,3,AGRA,MUMBAI,2141,2190,AGRA-MUMBAI,4331,All
2024,1,AHMEDABAD,AMRITSAR,5359,5181,AHMEDABAD-AMRITSAR,10540,All
2024,2,AHMEDABAD,AMRITSAR,5177,5016,AHMEDABAD-AMRITSAR,10193,All
2024,3,AHMEDABAD,AMRITSAR,5591,5512,AHMEDABAD-AMRITSAR,11103,All
2024,4,AHMEDABAD,AMRITSAR,2902,2964,AHMEDABAD-AMRITSAR,5866,All
2024,6,AHMEDABAD,AMRITSAR,2988,3272,AHMEDABAD-AMRITSAR,6260,All
2024,7,AHMEDABAD,AMRITSAR,2475,2785,AHMEDABAD-AMRITSAR,5260,All
2024,8,AHMEDABAD,AMRITSAR,2686,2535,AHMEDABAD-AMRITSAR,5221,All
2024,9,AHMEDABAD,AMRITSAR,3395,3418,AHMEDABAD-AMRITSAR,6813,All
2024,10,AHMEDABAD,AMRITSAR,4471,3131,AHMEDABAD-AMRITSAR,7602,All
2024,11,AHMEDABAD,AMRITSAR,4487,4419,AHMEDABAD-AMRITSAR,8906,All
2024,12,AHMEDABAD,AMRITSAR,4493,4663,AHMEDABAD-AMRITSAR,9156,All
2025,1,AHMEDABAD,AMRITSAR,4800,4311,AHMEDABAD-AMRITSAR,9111,All
2025,2,AHMEDABAD,AMRITSAR,4309,3767,AHMEDABAD-AMRITSAR,8076,All
2025,3,AHMEDABAD,AMRITSAR,4510,4731,AHMEDABAD-AMRITSAR,9241,All
2024,3,AHMEDABAD,AURANGABAD,61,53,AHMEDABAD-AURANGABAD,114,All
2024,4,AHMEDABAD,AURANGABAD,1726,1428,AHMEDABAD-AURANGABAD,3154,All
2024,6,AHMEDABAD,AURANGABAD,1914,1436,AHMEDABAD-AURANGABAD,3350,All
2024,7,AHMEDABAD,AURANGABAD,1933,1444,AHMEDABAD-AURANGABAD,3377,All
2024,8,AHMEDABAD,AURANGABAD,1697,1525,AHMEDABAD-AURANGABAD,3222,All
2024,9,AHMEDABAD,AURANGABAD,1896,1756,AHMEDABAD-AURANGABAD,3652,All
2024,10,AHMEDABAD,AURANGABAD,1916,1625,AHMEDABAD-AURANGABAD,3541,All
2024,11,AHMEDABAD,AURANGABAD,1676,1723,AHMEDABAD-AURANGABAD,3399,All
2024,1,AHMEDABAD,Ayodhya International Airport ,1484,1309,AHMEDABAD-Ayodhya International Airport ,2793,All
2024,2,AHMEDABAD,Ayodhya International Airport ,7032,6531,AHMEDABAD-Ayodhya International Airport ,13563,All
2024,3,AHMEDABAD,Ayodhya International Airport ,7746,7426,AHMEDABAD-Ayodhya International Airport ,15172,All
2024,4,AHMEDABAD,Ayodhya International Airport ,6955,6177,AHMEDABAD-Ayodhya International Airport ,13132,All
2024,6,AHMEDABAD,Ayodhya International Airport ,6795,6911,AHMEDABAD-Ayodhya International Airport ,13706,All
2024,7,AHMEDABAD,Ayodhya International Airport ,5688,5861,AHMEDABAD-Ayodhya International Airport ,11549,All
2024,8,AHMEDABAD,Ayodhya International Airport ,6466,6285,AHMEDABAD-Ayodhya International Airport ,12751,All
2024,9,AHMEDABAD,Ayodhya International Airport ,5819,5864,AHMEDABAD-Ayodhya International Airport ,11683,All
2024,10,AHMEDABAD,Ayodhya International Airport ,3226,2062,AHMEDABAD-Ayodhya International Airport ,5288,All
2024,11,AHMEDABAD,Ayodhya International Airport ,6981,6721,AHMEDABAD-Ayodhya International Airport ,13702,All
2024,12,AHMEDABAD,Ayodhya International Airport ,6009,7116,AHMEDABAD-Ayodhya International Airport ,13125,All
2025,1,AHMEDABAD,Ayodhya International Airport ,7614,7371,AHMEDABAD-Ayodhya International Airport ,14985,All
2025,2,AHMEDABAD,Ayodhya International Airport ,7067,6929,AHMEDABAD-Ayodhya International Airport ,13996,All
2025,3,AHMEDABAD,Ayodhya International Airport ,10373,9255,AHMEDABAD-Ayodhya International Airport ,19628,All
2024,1,AHMEDABAD,BAGDOGRA,1204,1014,AHMEDABAD-BAGDOGRA,2218,All
2024,2,AHMEDABAD,BAGDOGRA,798,420,AHMEDABAD-BAGDOGRA,1218,All
2024,3,AHMEDABAD,BAGDOGRA,1094,673,AHMEDABAD-BAGDOGRA,1767,All
2024,4,AHMEDABAD,BAGDOGRA,5020,3785,AHMEDABAD-BAGDOGRA,8805,All
2024,6,AHMEDABAD,BAGDOGRA,3409,3616,AHMEDABAD-BAGDOGRA,7025,All
2024,7,AHMEDABAD,BAGDOGRA,509,427,AHMEDABAD-BAGDOGRA,936,All
2024,8,AHMEDABAD,BAGDOGRA,473,279,AHMEDABAD-BAGDOGRA,752,All
2024,9,AHMEDABAD,BAGDOGRA,720,636,AHMEDABAD-BAGDOGRA,1356,All
2024,10,AHMEDABAD,BAGDOGRA,1453,966,AHMEDABAD-BAGDOGRA,2419,All
2024,11,AHMEDABAD,BAGDOGRA,3902,3691,AHMEDABAD-BAGDOGRA,7593,All
2024,12,AHMEDABAD,BAGDOGRA,2661,2712,AHMEDABAD-BAGDOGRA,5373,All
2025,1,AHMEDABAD,BAGDOGRA,2204,2457,AHMEDABAD-BAGDOGRA,4661,All
2025,2,AHMEDABAD,BAGDOGRA,2162,2144,AHMEDABAD-BAGDOGRA,4306,All
2025,3,AHMEDABAD,BAGDOGRA,3663,3236,AHMEDABAD-BAGDOGRA,6899,All
2024,1,AHMEDABAD,BELGAUM,1140,1230,AHMEDABAD-BELGAUM,2370,All
2024,2,AHMEDABAD,BELGAUM,1216,1110,AHMEDABAD-BELGAUM,2326,All
2024,3,AHMEDABAD,BELGAUM,1125,1011,AHMEDABAD-BELGAUM,2136,All
2024,4,AHMEDABAD,BELGAUM,575,584,AHMEDABAD-BELGAUM,1159,All
2024,6,AHMEDABAD,BELGAUM,621,573,AHMEDABAD-BELGAUM,1194,All
2024,7,AHMEDABAD,BELGAUM,497,506,AHMEDABAD-BELGAUM,1003,All
2024,8,AHMEDABAD,BELGAUM,578,593,AHMEDABAD-BELGAUM,1171,All
2024,9,AHMEDABAD,BELGAUM,563,548,AHMEDABAD-BELGAUM,1111,All
2024,10,AHMEDABAD,BELGAUM,491,528,AHMEDABAD-BELGAUM,1019,All
2024,11,AHMEDABAD,BELGAUM,370,393,AHMEDABAD-BELGAUM,763,All
2024,12,AHMEDABAD,BELGAUM,137,133,AHMEDABAD-BELGAUM,270,All
2025,1,AHMEDABAD,BELGAUM,551,544,AHMEDABAD-BELGAUM,1095,All
2025,2,AHMEDABAD,BELGAUM,542,531,AHMEDABAD-BELGAUM,1073,All
2025,3,AHMEDABAD,BELGAUM,511,511,AHMEDABAD-BELGAUM,1022,All
2024,1,AHMEDABAD,BENGALURU,34025,33230,AHMEDABAD-BENGALURU,67255,All
2024,2,AHMEDABAD,BENGALURU,30321,29829,AHMEDABAD-BENGALURU,60150,All
2024,3,AHMEDABAD,BENGALURU,33622,35150,AHMEDABAD-BENGALURU,68772,All
2024,4,AHMEDABAD,BENGALURU,36287,41606,AHMEDABAD-BENGALURU,77893,All
2024,6,AHMEDABAD,BENGALURU,33554,33685,AHMEDABAD-BENGALURU,67239,All
2024,7,AHMEDABAD,BENGALURU,35490,36244,AHMEDABAD-BENGALURU,71734,All
2024,8,AHMEDABAD,BENGALURU,37083,40713,AHMEDABAD-BENGALURU,77796,All
2024,9,AHMEDABAD,BENGALURU,36518,39939,AHMEDABAD-BENGALURU,76457,All
2024,10,AHMEDABAD,BENGALURU,39880,43183,AHMEDABAD-BENGALURU,83063,All
2024,11,AHMEDABAD,BENGALURU,45675,45347,AHMEDABAD-BENGALURU,91022,All
2024,12,AHMEDABAD,BENGALURU,47073,45163,AHMEDABAD-BENGALURU,92236,All
2025,1,AHMEDABAD,BENGALURU,48818,46818,AHMEDABAD-BENGALURU,95636,All
2025,2,AHMEDABAD,BENGALURU,41223,41582,AHMEDABAD-BENGALURU,82805,All
2025,3,AHMEDABAD,BENGALURU,43663,42078,AHMEDABAD-BENGALURU,85741,All
2024,1,AHMEDABAD,BHOPAL,2267,2280,AHMEDABAD-BHOPAL,4547,All
2024,2,AHMEDABAD,BHOPAL,2074,2126,AHMEDABAD-BHOPAL,4200,All
2024,3,AHMEDABAD,BHOPAL,2723,2855,AHMEDABAD-BHOPAL,5578,All
2024,4,AHMEDABAD,BHOPAL,4133,3826,AHMEDABAD-BHOPAL,7959,All
