Year,Month,City1,City2,PaxToCity2,PaxFromCity2,Sector,Passengers,Airline
2025,2,DIU,SURAT,1900,1770,DIU-SURAT,3670,All
2025,3,DIU,SURAT,1903,1487,DIU-SURAT,3390,All
2024,8,DURGAPUR,GUWAHATI,52,32,DURGAPUR-GUWAHATI,84,All
2024,9,DURGAPUR,GUWAHATI,426,414,DURGAPUR-GUWAHATI,840,All
2024,10,DURGAPUR,GUWAHATI,391,433,DURGAPUR-GUWAHATI,824,All
2024,11,DURGAPUR,GUWAHATI,615,566,DURGAPUR-GUWAHATI,1181,All
2024,12,DURGAPUR,GUWAHATI,808,617,DURGAPUR-GUWAHATI,1425,All
2025,1,DURGAPUR,GUWAHATI,675,533,DURGAPUR-GUWAHATI,1208,All
2025,2,DURGAPUR,GUWAHATI,548,427,DURGAPUR-GUWAHATI,975,All
2025,3,DURGAPUR,GUWAHATI,577,468,DURGAPUR-GUWAHATI,1045,All
2024,1,DURGAPUR,HYDERABAD,3994,4324,DURGAPUR-HYDERABAD,8318,All
2024,2,DURGAPUR,HYDERABAD,3687,4044,DURGAPUR-HYDERABAD,7731,All
2024,3,DURGAPUR,HYDERABAD,4013,4420,DURGAPUR-HYDERABAD,8433,All
2024,4,DURGAPUR,HYDERABAD,4213,4866,DURGAPUR-HYDERABAD,9079,All
2024,6,DURGAPUR,HYDERABAD,5045,4925,DURGAPUR-HYDERABAD,9970,All
2024,7,DURGAPUR,HYDERABAD,5976,5120,DURGAPUR-HYDERABAD,11096,All
2024,8,DURGAPUR,HYDERABAD,5201,5011,DURGAPUR-HYDERABAD,10212,All
2024,9,DURGAPUR,HYDERABAD,4483,5275,DURGAPUR-HYDERABAD,9758,All
2024,10,DURGAPUR,HYDERABAD,4245,5251,DURGAPUR-HYDERABAD,9496,All
2024,11,DURGAPUR,HYDERABAD,5112,4388,DURGAPUR-HYDERABAD,9500,All
2024,12,DURGAPUR,HYDERABAD,4724,4640,DURGAPUR-HYDERABAD,9364,All
2025,1,DURGAPUR,HYDERABAD,4906,5156,DURGAPUR-HYDERABAD,10062,All
2025,2,DURGAPUR,HYDERABAD,4344,4707,DURGAPUR-HYDERABAD,9051,All
2025,3,DURGAPUR,HYDERABAD,4854,5060,DURGAPUR-HYDERABAD,9914,All
2024,7,DURGAPUR,JAIPUR,16,0,DURGAPUR-JAIPUR,16,All
2025,2,DURGAPUR,KOLKATA,51,0,DURGAPUR-KOLKATA,51,All
2024,1,DURGAPUR,MUMBAI,4122,4078,DURGAPUR-MUMBAI,8200,All
2024,2,DURGAPUR,MUMBAI,3366,3537,DURGAPUR-MUMBAI,6903,All
2024,3,DURGAPUR,MUMBAI,2347,2400,DURGAPUR-MUMBAI,4747,All
2024,4,DURGAPUR,MUMBAI,2287,2845,DURGAPUR-MUMBAI,5132,All
2024,6,DURGAPUR,MUMBAI,2731,2708,DURGAPUR-MUMBAI,5439,All
2024,7,DURGAPUR,MUMBAI,2936,2376,DURGAPUR-MUMBAI,5312,All
2024,8,DURGAPUR,MUMBAI,2372,2048,DURGAPUR-MUMBAI,4420,All
2024,9,DURGAPUR,MUMBAI,1982,2128,DURGAPUR-MUMBAI,4110,All
2024,10,DURGAPUR,MUMBAI,2117,2884,DURGAPUR-MUMBAI,5001,All
2024,11,DURGAPUR,MUMBAI,2952,2838,DURGAPUR-MUMBAI,5790,All
2024,12,DURGAPUR,MUMBAI,2767,2810,DURGAPUR-MUMBAI,5577,All
2025,1,DURGAPUR,MUMBAI,3033,3146,DURGAPUR-MUMBAI,6179,All
2025,2,DURGAPUR,MUMBAI,2513,2808,DURGAPUR-MUMBAI,5321,All
2025,3,DURGAPUR,MUMBAI,2692,3142,DURGAPUR-MUMBAI,5834,All
2025,3,DURGAPUR,RAIPUR,4,0,DURGAPUR-RAIPUR,4,All
2024,1,DURGAPUR,SURAT,0,43,DURGAPUR-SURAT,43,All
2024,2,DURGAPUR,SURAT,0,30,DURGAPUR-SURAT,30,All
2024,3,DURGAPUR,SURAT,0,18,DURGAPUR-SURAT,18,All
2024,6,DURGAPUR,SURAT,0,4,DURGAPUR-SURAT,4,All
2024,7,DURGAPUR,SURAT,0,3,DURGAPUR-SURAT,3,All
2024,8,DURGAPUR,SURAT,0,8,DURGAPUR-SURAT,8,All
2024,9,DURGAPUR,SURAT,0,11,DURGAPUR-SURAT,11,All
2024,10,DURGAPUR,SURAT,0,16,DURGAPUR-SURAT,16,All
2024,3,DehraDun,Ayodhya International Airport ,615,537,Ayodhya International Airport -DehraDun,1152,All
2024,4,DehraDun,Ayodhya International Airport ,148,130,Ayodhya International Airport -DehraDun,278,All
2024,6,DehraDun,Ayodhya International Airport ,141,123,Ayodhya International Airport -DehraDun,264,All
2024,7,DehraDun,Ayodhya International Airport ,169,143,Ayodhya International Airport -DehraDun,312,All
2024,8,DehraDun,Ayodhya International Airport ,225,239,Ayodhya International Airport -DehraDun,464,All
2024,9,DehraDun,Ayodhya International Airport ,184,143,Ayodhya International Airport -DehraDun,327,All
2024,10,DehraDun,Ayodhya International Airport ,63,64,Ayodhya International Airport -DehraDun,127,All
2024,1,DehraDun,DELHI,20428,20025,DehraDun-DELHI,40453,All
2024,2,DehraDun,DELHI,22259,23095,DehraDun-DELHI,45354,All
2024,3,DehraDun,DELHI,24616,25225,DehraDun-DELHI,49841,All
2024,4,DehraDun,DELHI,22486,22911,DehraDun-DELHI,45397,All
2024,6,DehraDun,DELHI,26774,26180,DehraDun-DELHI,52954,All
2024,7,DehraDun,DELHI,23804,23938,DehraDun-DELHI,47742,All
2024,8,DehraDun,DELHI,24017,23639,DehraDun-DELHI,47656,All
2024,9,DehraDun,DELHI,23986,24346,DehraDun-DELHI,48332,All
2024,10,DehraDun,DELHI,24688,24744,DehraDun-DELHI,49432,All
2024,11,DehraDun,DELHI,23748,24207,DehraDun-DELHI,47955,All
2024,12,DehraDun,DELHI,23214,22577,DehraDun-DELHI,45791,All
2025,1,DehraDun,DELHI,21933,21801,DehraDun-DELHI,43734,All
2025,2,DehraDun,DELHI,23023,23999,DehraDun-DELHI,47022,All
2025,3,DehraDun,DELHI,27814,28477,DehraDun-DELHI,56291,All
2024,1,DehraDun,GHAZIABAD,1,1,DehraDun-GHAZIABAD,2,All
2024,3,DehraDun,GUWAHATI,4,2,DehraDun-GUWAHATI,6,All
2024,4,DehraDun,GUWAHATI,133,137,DehraDun-GUWAHATI,270,All
2024,6,DehraDun,GUWAHATI,163,288,DehraDun-GUWAHATI,451,All
2024,7,DehraDun,GUWAHATI,318,308,DehraDun-GUWAHATI,626,All
2024,8,DehraDun,GUWAHATI,359,122,DehraDun-GUWAHATI,481,All
2024,9,DehraDun,GUWAHATI,234,137,DehraDun-GUWAHATI,371,All
2024,10,DehraDun,GUWAHATI,207,192,DehraDun-GUWAHATI,399,All
2024,11,DehraDun,GUWAHATI,260,433,DehraDun-GUWAHATI,693,All
2024,12,DehraDun,GUWAHATI,231,223,DehraDun-GUWAHATI,454,All
2025,3,DehraDun,GUWAHATI,195,183,DehraDun-GUWAHATI,378,All
2024,1,DehraDun,Goa,1150,1141,DehraDun-Goa,2291,All
2024,2,DehraDun,HINDON AIRPORT,3,5,DehraDun-HINDON AIRPORT,8,All
2024,1,DehraDun,HYDERABAD,4687,5207,DehraDun-HYDERABAD,9894,All
2024,2,DehraDun,HYDERABAD,4624,4806,DehraDun-HYDERABAD,9430,All
2024,3,DehraDun,HYDERABAD,4704,4916,DehraDun-HYDERABAD,9620,All
2024,4,DehraDun,HYDERABAD,4432,4862,DehraDun-HYDERABAD,9294,All
2024,6,DehraDun,HYDERABAD,4968,4467,DehraDun-HYDERABAD,9435,All
2024,7,DehraDun,HYDERABAD,4541,4800,DehraDun-HYDERABAD,9341,All
2024,8,DehraDun,HYDERABAD,3897,4622,DehraDun-HYDERABAD,8519,All
2024,9,DehraDun,HYDERABAD,4059,4546,DehraDun-HYDERABAD,8605,All
2024,10,DehraDun,HYDERABAD,4437,5009,DehraDun-HYDERABAD,9446,All
2024,11,DehraDun,HYDERABAD,4803,4079,DehraDun-HYDERABAD,8882,All
2024,12,DehraDun,HYDERABAD,5402,4841,DehraDun-HYDERABAD,10243,All
2025,1,DehraDun,HYDERABAD,4237,4540,DehraDun-HYDERABAD,8777,All
2025,2,DehraDun,HYDERABAD,4289,4720,DehraDun-HYDERABAD,9009,All
2025,3,DehraDun,HYDERABAD,4885,4840,DehraDun-HYDERABAD,9725,All
2024,10,DehraDun,INDORE,68,74,DehraDun-INDORE,142,All
2024,11,DehraDun,INDORE,400,398,DehraDun-INDORE,798,All
2024,12,DehraDun,INDORE,426,429,DehraDun-INDORE,855,All
2025,3,DehraDun,INDORE,468,492,DehraDun-INDORE,960,All
2024,1,DehraDun,JAIPUR,2396,2915,DehraDun-JAIPUR,5311,All
2024,2,DehraDun,JAIPUR,2875,3396,DehraDun-JAIPUR,6271,All
2024,3,DehraDun,JAIPUR,3635,3556,DehraDun-JAIPUR,7191,All
2024,4,DehraDun,JAIPUR,3500,3424,DehraDun-JAIPUR,6924,All
2024,6,DehraDun,JAIPUR,3853,3238,DehraDun-JAIPUR,7091,All
2024,7,DehraDun,JAIPUR,3240,2871,DehraDun-JAIPUR,6111,All
2024,8,DehraDun,JAIPUR,2711,2691,DehraDun-JAIPUR,5402,All
2024,9,DehraDun,JAIPUR,3426,3350,DehraDun-JAIPUR,6776,All
2024,10,DehraDun,JAIPUR,3843,3392,DehraDun-JAIPUR,7235,All
2024,11,DehraDun,JAIPUR,3960,3448,DehraDun-JAIPUR,7408,All
2024,12,DehraDun,JAIPUR,2816,2603,DehraDun-JAIPUR,5419,All
2025,1,DehraDun,JAIPUR,1691,1787,DehraDun-JAIPUR,3478,All
2025,2,DehraDun,JAIPUR,3008,2890,DehraDun-JAIPUR,5898,All
2025,3,DehraDun,JAIPUR,3635,3404,DehraDun-JAIPUR,7039,All
2024,3,DehraDun,KOLKATA,164,150,DehraDun-KOLKATA,314,All
2024,4,DehraDun,KOLKATA,2692,2575,DehraDun-KOLKATA,5267,All
2024,6,DehraDun,KOLKATA,2856,2465,DehraDun-KOLKATA,5321,All
2024,7,DehraDun,KOLKATA,2868,2709,DehraDun-KOLKATA,5577,All
2024,8,DehraDun,KOLKATA,2417,2389,DehraDun-KOLKATA,4806,All
2024,9,DehraDun,KOLKATA,2498,2539,DehraDun-KOLKATA,5037,All
2024,10,DehraDun,KOLKATA,2569,2187,DehraDun-KOLKATA,4756,All
2024,11,DehraDun,KOLKATA,2626,2330,DehraDun-KOLKATA,4956,All
2024,12,DehraDun,KOLKATA,2896,2532,DehraDun-KOLKATA,5428,All
2025,1,DehraDun,KOLKATA,2810,3063,DehraDun-KOLKATA,5873,All
2025,2,DehraDun,KOLKATA,2935,2881,DehraDun-KOLKATA,5816,All
2025,3,DehraDun,KOLKATA,3329,3120,DehraDun-KOLKATA,6449,All
2024,6,DehraDun,KULLU,223,129,DehraDun-KULLU,352,All
2024,7,DehraDun,KULLU,147,152,DehraDun-KULLU,299,All
2024,8,DehraDun,KULLU,87,117,DehraDun-KULLU,204,All
2024,9,DehraDun,KULLU,139,121,DehraDun-KULLU,260,All
2024,10,DehraDun,KULLU,391,321,DehraDun-KULLU,712,All
2024,11,DehraDun,KULLU,355,246,DehraDun-KULLU,601,All
2024,12,DehraDun,KULLU,57,15,DehraDun-KULLU,72,All
2025,1,DehraDun,KULLU,243,138,DehraDun-KULLU,381,All
2025,2,DehraDun,KULLU,103,65,DehraDun-KULLU,168,All
2025,3,DehraDun,KULLU,140,72,DehraDun-KULLU,212,All
2024,1,DehraDun,LUCKNOW,3970,4308,DehraDun-LUCKNOW,8278,All
2024,2,DehraDun,LUCKNOW,3774,3986,DehraDun-LUCKNOW,7760,All
2024,3,DehraDun,LUCKNOW,4146,4299,DehraDun-LUCKNOW,8445,All
2024,4,DehraDun,LUCKNOW,4209,4119,DehraDun-LUCKNOW,8328,All
2024,6,DehraDun,LUCKNOW,4342,4233,DehraDun-LUCKNOW,8575,All
2024,7,DehraDun,LUCKNOW,3569,3987,DehraDun-LUCKNOW,7556,All
2024,8,DehraDun,LUCKNOW,3900,4442,DehraDun-LUCKNOW,8342,All
2024,9,DehraDun,LUCKNOW,4066,4431,DehraDun-LUCKNOW,8497,All
2024,10,DehraDun,LUCKNOW,4974,4505,DehraDun-LUCKNOW,9479,All
2024,11,DehraDun,LUCKNOW,3651,4255,DehraDun-LUCKNOW,7906,All
2024,12,DehraDun,LUCKNOW,4015,4191,DehraDun-LUCKNOW,8206,All
2025,1,DehraDun,LUCKNOW,3741,3905,DehraDun-LUCKNOW,7646,All
2025,2,DehraDun,LUCKNOW,4092,4275,DehraDun-LUCKNOW,8367,All
2025,3,DehraDun,LUCKNOW,3096,3916,DehraDun-LUCKNOW,7012,All
2024,1,DehraDun,MUMBAI,10010,9315,DehraDun-MUMBAI,19325,All
2024,2,DehraDun,MUMBAI,9843,9461,DehraDun-MUMBAI,19304,All
2024,3,DehraDun,MUMBAI,13180,13003,DehraDun-MUMBAI,26183,All
2024,4,DehraDun,MUMBAI,13996,14801,DehraDun-MUMBAI,28797,All
2024,6,DehraDun,MUMBAI,15943,13082,DehraDun-MUMBAI,29025,All
2024,7,DehraDun,MUMBAI,11271,9655,DehraDun-MUMBAI,20926,All
2024,8,DehraDun,MUMBAI,11120,10345,DehraDun-MUMBAI,21465,All
2024,9,DehraDun,MUMBAI,12829,13217,DehraDun-MUMBAI,26046,All
2024,10,DehraDun,MUMBAI,9222,9551,DehraDun-MUMBAI,18773,All
2024,11,DehraDun,MUMBAI,9734,9160,DehraDun-MUMBAI,18894,All
2024,12,DehraDun,MUMBAI,10183,9559,DehraDun-MUMBAI,19742,All
2025,1,DehraDun,MUMBAI,9259,9624,DehraDun-MUMBAI,18883,All
2025,2,DehraDun,MUMBAI,8891,9307,DehraDun-MUMBAI,18198,All
2025,3,DehraDun,MUMBAI,12577,12097,DehraDun-MUMBAI,24674,All
2024,3,DehraDun,PANTNAGAR,17,34,DehraDun-PANTNAGAR,51,All
2024,6,DehraDun,PANTNAGAR,19,86,DehraDun-PANTNAGAR,105,All
2024,7,DehraDun,PANTNAGAR,16,25,DehraDun-PANTNAGAR,41,All
2024,8,DehraDun,PANTNAGAR,15,53,DehraDun-PANTNAGAR,68,All
2024,9,DehraDun,PANTNAGAR,34,30,DehraDun-PANTNAGAR,64,All
2024,2,DehraDun,PITHORAGARH,120,133,DehraDun-PITHORAGARH,253,All
2024,3,DehraDun,PITHORAGARH,207,190,DehraDun-PITHORAGARH,397,All
2024,4,DehraDun,PITHORAGARH,235,247,DehraDun-PITHORAGARH,482,All
2024,6,DehraDun,PITHORAGARH,251,245,DehraDun-PITHORAGARH,496,All
2024,7,DehraDun,PITHORAGARH,92,117,DehraDun-PITHORAGARH,209,All
2024,8,DehraDun,PITHORAGARH,165,183,DehraDun-PITHORAGARH,348,All
2024,9,DehraDun,PITHORAGARH,184,185,DehraDun-PITHORAGARH,369,All
2024,10,DehraDun,PITHORAGARH,265,254,DehraDun-PITHORAGARH,519,All
2024,11,DehraDun,PITHORAGARH,320,328,DehraDun-PITHORAGARH,648,All
2024,12,DehraDun,PITHORAGARH,211,202,DehraDun-PITHORAGARH,413,All
2025,1,DehraDun,PITHORAGARH,162,140,DehraDun-PITHORAGARH,302,All
2025,2,DehraDun,PITHORAGARH,144,158,DehraDun-PITHORAGARH,302,All
2025,3,DehraDun,PITHORAGARH,249,246,DehraDun-PITHORAGARH,495,All
2024,1,DehraDun,PUNE,4021,3844,DehraDun-PUNE,7865,All
2024,2,DehraDun,PUNE,3872,4000,DehraDun-PUNE,7872,All
2024,3,DehraDun,PUNE,4122,4296,DehraDun-PUNE,8418,All
2024,4,DehraDun,PUNE,4222,4557,DehraDun-PUNE,8779,All
2024,6,DehraDun,PUNE,4437,3962,DehraDun-PUNE,8399,All
2024,7,DehraDun,PUNE,4458,4241,DehraDun-PUNE,8699,All
2024,8,DehraDun,PUNE,3856,3972,DehraDun-PUNE,7828,All
2024,9,DehraDun,PUNE,3841,4104,DehraDun-PUNE,7945,All
2024,10,DehraDun,PUNE,3605,4341,DehraDun-PUNE,7946,All
2024,11,DehraDun,PUNE,4173,4024,DehraDun-PUNE,8197,All
2024,12,DehraDun,PUNE,4602,4284,DehraDun-PUNE,8886,All
2025,1,DehraDun,PUNE,4444,4463,DehraDun-PUNE,8907,All
2025,2,DehraDun,PUNE,4045,4217,DehraDun-PUNE,8262,All
2025,3,DehraDun,PUNE,4306,4355,DehraDun-PUNE,8661,All
2025,2,DehraDun,SRINAGAR,862,940,DehraDun-SRINAGAR,1802,All
2025,3,DehraDun,SRINAGAR,1575,1139,DehraDun-SRINAGAR,2714,All
2024,4,Deoghar ,JAIPUR,8,0,Deoghar -JAIPUR,8,All
2024,1,Deoghar ,KOLKATA,800,791,Deoghar -KOLKATA,1591,All
2024,2,Deoghar ,KOLKATA,1391,1509,Deoghar -KOLKATA,2900,All
2024,3,Deoghar ,KOLKATA,1850,2007,Deoghar -KOLKATA,3857,All
2024,4,Deoghar ,KOLKATA,1828,1855,Deoghar -KOLKATA,3683,All
2024,6,Deoghar ,KOLKATA,1866,1719,Deoghar -KOLKATA,3585,All
2024,7,Deoghar ,KOLKATA,1895,1831,Deoghar -KOLKATA,3726,All
2024,8,Deoghar ,KOLKATA,1953,1595,Deoghar -KOLKATA,3548,All
2024,9,Deoghar ,KOLKATA,1914,1798,Deoghar -KOLKATA,3712,All
2024,10,Deoghar ,KOLKATA,1710,1833,Deoghar -KOLKATA,3543,All
2024,11,Deoghar ,KOLKATA,2105,2010,Deoghar -KOLKATA,4115,All
2024,12,Deoghar ,KOLKATA,2196,1682,Deoghar -KOLKATA,3878,All
2025,1,Deoghar ,KOLKATA,1891,1674,Deoghar -KOLKATA,3565,All
2025,2,Deoghar ,KOLKATA,1881,1663,Deoghar -KOLKATA,3544,All
2025,3,Deoghar ,KOLKATA,1999,2108,Deoghar -KOLKATA,4107,All
2024,12,Deoghar ,MUMBAI,2283,2205,Deoghar -MUMBAI,4488,All
2025,1,Deoghar ,MUMBAI,2160,2011,Deoghar -MUMBAI,4171,All
2025,2,Deoghar ,MUMBAI,1994,2087,Deoghar -MUMBAI,4081,All
2025,3,Deoghar ,MUMBAI,2114,2198,Deoghar -MUMBAI,4312,All
2024,1,Deoghar ,PATNA,262,258,Deoghar -PATNA,520,All
2024,2,Deoghar ,PATNA,547,522,Deoghar -PATNA,1069,All
2024,3,Deoghar ,PATNA,637,761,Deoghar -PATNA,1398,All
2024,4,Deoghar ,PATNA,571,730,Deoghar -PATNA,1301,All
2024,6,Deoghar ,PATNA,259,233,Deoghar -PATNA,492,All
2024,7,Deoghar ,PATNA,402,298,Deoghar -PATNA,700,All
2024,8,Deoghar ,PATNA,351,256,Deoghar -PATNA,607,All
2024,9,Deoghar ,PATNA,533,492,Deoghar -PATNA,1025,All
2024,10,Deoghar ,PATNA,630,620,Deoghar -PATNA,1250,All
2024,11,Deoghar ,PATNA,519,489,Deoghar -PATNA,1008,All
2024,12,Deoghar ,PATNA,590,530,Deoghar -PATNA,1120,All
2025,1,Deoghar ,PATNA,816,366,Deoghar -PATNA,1182,All
2025,2,Deoghar ,PATNA,761,688,Deoghar -PATNA,1449,All
2024,1,Deoghar ,RANCHI,183,185,Deoghar -RANCHI,368,All
2024,2,Deoghar ,RANCHI,390,491,Deoghar -RANCHI,881,All
2024,3,Deoghar ,RANCHI,672,667,Deoghar -RANCHI,1339,All
2024,4,Deoghar ,RANCHI,460,556,Deoghar -RANCHI,1016,All
2024,6,Deoghar ,RANCHI,301,338,Deoghar -RANCHI,639,All
2024,7,Deoghar ,RANCHI,340,477,Deoghar -RANCHI,817,All
2024,8,Deoghar ,RANCHI,413,490,Deoghar -RANCHI,903,All
2024,9,Deoghar ,RANCHI,351,640,Deoghar -RANCHI,991,All
2024,10,Deoghar ,RANCHI,499,690,Deoghar -RANCHI,1189,All
2024,11,Deoghar ,RANCHI,711,867,Deoghar -RANCHI,1578,All
2024,12,Deoghar ,RANCHI,670,787,Deoghar -RANCHI,1457,All
2025,1,Deoghar ,RANCHI,427,971,Deoghar -RANCHI,1398,All
2025,2,Deoghar ,RANCHI,623,793,Deoghar -RANCHI,1416,All
2024,1,GAYA,KOLKATA,4630,3730,GAYA-KOLKATA,8360,All
2024,2,GAYA,KOLKATA,4027,4387,GAYA-KOLKATA,8414,All
2024,3,GAYA,KOLKATA,4886,4742,GAYA-KOLKATA,9628,All
2024,4,GAYA,KOLKATA,4659,4719,GAYA-KOLKATA,9378,All
2024,6,GAYA,KOLKATA,4607,4170,GAYA-KOLKATA,8777,All
2024,7,GAYA,KOLKATA,4382,4539,GAYA-KOLKATA,8921,All
2024,8,GAYA,KOLKATA,4213,4384,GAYA-KOLKATA,8597,All
2024,9,GAYA,KOLKATA,4562,4615,GAYA-KOLKATA,9177,All
2024,10,GAYA,KOLKATA,3617,4459,GAYA-KOLKATA,8076,All
2024,11,GAYA,KOLKATA,5055,4642,GAYA-KOLKATA,9697,All
2024,12,GAYA,KOLKATA,5355,3908,GAYA-KOLKATA,9263,All
2025,1,GAYA,KOLKATA,4138,4455,GAYA-KOLKATA,8593,All
2025,2,GAYA,KOLKATA,4675,4612,GAYA-KOLKATA,9287,All
2025,3,GAYA,KOLKATA,5035,5020,GAYA-KOLKATA,10055,All
2024,1,GORAKHPUR,HYDERABAD,4739,4892,GORAKHPUR-HYDERABAD,9631,All
2024,2,GORAKHPUR,HYDERABAD,4592,4948,GORAKHPUR-HYDERABAD,9540,All
2024,3,GORAKHPUR,HYDERABAD,4941,5339,GORAKHPUR-HYDERABAD,10280,All
2024,4,GORAKHPUR,HYDERABAD,4549,5546,GORAKHPUR-HYDERABAD,10095,All
2024,6,GORAKHPUR,HYDERABAD,6040,6048,GORAKHPUR-HYDERABAD,12088,All
2024,7,GORAKHPUR,HYDERABAD,6143,5614,GORAKHPUR-HYDERABAD,11757,All
2024,8,GORAKHPUR,HYDERABAD,5362,6260,GORAKHPUR-HYDERABAD,11622,All
2024,9,GORAKHPUR,HYDERABAD,5258,6260,GORAKHPUR-HYDERABAD,11518,All
2024,10,GORAKHPUR,HYDERABAD,5351,6978,GORAKHPUR-HYDERABAD,12329,All
2024,11,GORAKHPUR,HYDERABAD,5928,6443,GORAKHPUR-HYDERABAD,12371,All
2024,12,GORAKHPUR,HYDERABAD,4947,4829,GORAKHPUR-HYDERABAD,9776,All
2025,1,GORAKHPUR,HYDERABAD,4948,6158,GORAKHPUR-HYDERABAD,11106,All
2025,2,GORAKHPUR,HYDERABAD,5062,5836,GORAKHPUR-HYDERABAD,10898,All
2025,3,GORAKHPUR,HYDERABAD,5690,6456,GORAKHPUR-HYDERABAD,12146,All
2024,4,GORAKHPUR,JAIPUR,6,0,GORAKHPUR-JAIPUR,6,All
2024,1,GORAKHPUR,KOLKATA,1814,1711,GORAKHPUR-KOLKATA,3525,All
2024,2,GORAKHPUR,KOLKATA,1961,2044,GORAKHPUR-KOLKATA,4005,All
2024,3,GORAKHPUR,KOLKATA,2098,2137,GORAKHPUR-KOLKATA,4235,All
2024,4,GORAKHPUR,KOLKATA,1956,2218,GORAKHPUR-KOLKATA,4174,All
2024,6,GORAKHPUR,KOLKATA,2125,1800,GORAKHPUR-KOLKATA,3925,All
2024,7,GORAKHPUR,KOLKATA,1976,1730,GORAKHPUR-KOLKATA,3706,All
2024,8,GORAKHPUR,KOLKATA,1813,1626,GORAKHPUR-KOLKATA,3439,All
2024,9,GORAKHPUR,KOLKATA,1838,1740,GORAKHPUR-KOLKATA,3578,All
2024,10,GORAKHPUR,KOLKATA,1974,2107,GORAKHPUR-KOLKATA,4081,All
2024,11,GORAKHPUR,KOLKATA,2113,2251,GORAKHPUR-KOLKATA,4364,All
2024,12,GORAKHPUR,KOLKATA,2362,2139,GORAKHPUR-KOLKATA,4501,All
2025,1,GORAKHPUR,KOLKATA,1980,1962,GORAKHPUR-KOLKATA,3942,All
2025,2,GORAKHPUR,KOLKATA,2035,2079,GORAKHPUR-KOLKATA,4114,All
2025,3,GORAKHPUR,KOLKATA,2196,2162,GORAKHPUR-KOLKATA,4358,All
2024,1,GORAKHPUR,LUCKNOW,1138,1097,GORAKHPUR-LUCKNOW,2235,All
2024,2,GORAKHPUR,LUCKNOW,793,1067,GORAKHPUR-LUCKNOW,1860,All
2024,3,GORAKHPUR,LUCKNOW,785,1064,GORAKHPUR-LUCKNOW,1849,All
2024,1,GORAKHPUR,MUMBAI,9840,9938,GORAKHPUR-MUMBAI,19778,All
2024,2,GORAKHPUR,MUMBAI,5057,5420,GORAKHPUR-MUMBAI,10477,All
2024,3,GORAKHPUR,MUMBAI,5510,5719,GORAKHPUR-MUMBAI,11229,All
2024,4,GORAKHPUR,MUMBAI,4903,5207,GORAKHPUR-MUMBAI,10110,All
2024,6,GORAKHPUR,MUMBAI,5345,5189,GORAKHPUR-MUMBAI,10534,All
2024,7,GORAKHPUR,MUMBAI,5508,5541,GORAKHPUR-MUMBAI,11049,All
2024,8,GORAKHPUR,MUMBAI,5940,6197,GORAKHPUR-MUMBAI,12137,All
2024,9,GORAKHPUR,MUMBAI,6228,6464,GORAKHPUR-MUMBAI,12692,All
2024,10,GORAKHPUR,MUMBAI,6176,6927,GORAKHPUR-MUMBAI,13103,All
2024,11,GORAKHPUR,MUMBAI,6539,6759,GORAKHPUR-MUMBAI,13298,All
2024,12,GORAKHPUR,MUMBAI,10142,9297,GORAKHPUR-MUMBAI,19439,All
2025,1,GORAKHPUR,MUMBAI,11502,10757,GORAKHPUR-MUMBAI,22259,All
2025,2,GORAKHPUR,MUMBAI,9778,10304,GORAKHPUR-MUMBAI,20082,All
2025,3,GORAKHPUR,MUMBAI,11731,12642,GORAKHPUR-MUMBAI,24373,All
2024,4,GORAKHPUR,VARANASI,0,77,GORAKHPUR-VARANASI,77,All
2024,7,GORAKHPUR,VARANASI,0,153,GORAKHPUR-VARANASI,153,All
2025,3,GORAKHPUR,VARANASI,0,225,GORAKHPUR-VARANASI,225,All
2024,1,GUWAHATI,HYDERABAD,6376,6277,GUWAHATI-HYDERABAD,12653,All
2024,2,GUWAHATI,HYDERABAD,5744,5723,GUWAHATI-HYDERABAD,11467,All
2024,3,GUWAHATI,HYDERABAD,5924,6209,GUWAHATI-HYDERABAD,12133,All
2024,4,GUWAHATI,HYDERABAD,5970,6960,GUWAHATI-HYDERABAD,12930,All
2024,6,GUWAHATI,HYDERABAD,6297,5594,GUWAHATI-HYDERABAD,11891,All
2024,7,GUWAHATI,HYDERABAD,7471,6521,GUWAHATI-HYDERABAD,13992,All
2024,8,GUWAHATI,HYDERABAD,7721,7111,GUWAHATI-HYDERABAD,14832,All
2024,9,GUWAHATI,HYDERABAD,13063,13269,GUWAHATI-HYDERABAD,26332,All
2024,10,GUWAHATI,HYDERABAD,14687,15428,GUWAHATI-HYDERABAD,30115,All
2024,11,GUWAHATI,HYDERABAD,14096,13823,GUWAHATI-HYDERABAD,27919,All
2024,12,GUWAHATI,HYDERABAD,15125,15237,GUWAHATI-HYDERABAD,30362,All
2025,1,GUWAHATI,HYDERABAD,15138,14733,GUWAHATI-HYDERABAD,29871,All
2025,2,GUWAHATI,HYDERABAD,13218,13694,GUWAHATI-HYDERABAD,26912,All
2025,3,GUWAHATI,HYDERABAD,14280,14917,GUWAHATI-HYDERABAD,29197,All
2024,1,GUWAHATI,IMPHAL,19417,20635,GUWAHATI-IMPHAL,40052,All
2024,2,GUWAHATI,IMPHAL,20549,20394,GUWAHATI-IMPHAL,40943,All
2024,3,GUWAHATI,IMPHAL,21734,23010,GUWAHATI-IMPHAL,44744,All
2024,4,GUWAHATI,IMPHAL,20537,21972,GUWAHATI-IMPHAL,42509,All
